Date,Open,High,Low,Close,Adj Close,Volume
1998-01-20,77.8125,78.84375,77.40625,78.8125,47.65381622314453,1744600
1998-01-21,78.09375,78.375,77.28125,77.84375,47.06804656982422,1839600
1998-01-22,77.1875,77.859375,76.9375,77.1875,46.6712646484375,1662600
1998-01-23,77.5,77.75,76.3125,77.0,46.55790328979492,1693700
1998-01-26,77.375,77.671875,76.9375,77.3125,46.74685287475586,1172800
1998-01-27,77.125,78.5625,77.078125,78.21875,47.294803619384766,1454500
1998-01-28,78.375,79.234375,78.21875,79.125,47.8427734375,1181200
1998-01-29,79.0625,80.25,78.890625,79.40625,48.012786865234375,1468500
1998-01-30,79.9375,79.9375,78.96875,79.234375,47.9089241027832,1095600
1998-02-02,80.625,81.3125,80.40625,81.015625,48.98592758178711,955600
1998-02-03,81.0,81.671875,80.65625,81.65625,49.37326431274414,619400
1998-02-04,81.21875,81.65625,80.8125,81.21875,49.10878372192383,753200
1998-02-05,81.8125,81.90625,80.734375,81.234375,49.118221282958984,1067600
1998-02-06,81.5,82.171875,81.359375,82.109375,49.64727020263672,1069700
1998-02-09,82.09375,82.25,81.4375,81.78125,49.44881057739258,515900
1998-02-10,82.03125,83.34375,81.921875,83.15625,50.28023147583008,892100
1998-02-11,82.96875,83.390625,82.84375,83.15625,50.28023147583008,515000
1998-02-12,82.734375,84.109375,82.375,83.6875,50.6014404296875,1065000
1998-02-13,83.34375,83.84375,83.171875,83.640625,50.57313919067383,596700
1998-02-17,84.3125,84.71875,83.890625,84.0625,50.828216552734375,840600
1998-02-18,84.078125,84.703125,83.84375,84.625,51.16831588745117,773000
1998-02-19,84.640625,84.703125,83.828125,83.828125,50.68651580810547,804800
1998-02-20,84.078125,84.46875,83.3125,84.28125,50.96049499511719,540600
1998-02-23,85.0,85.0,83.96875,84.25,50.941585540771484,639200
1998-02-24,84.125,84.40625,83.53125,84.0,50.79046630859375,702700
1998-02-25,84.25,85.15625,84.078125,84.6875,51.20610046386719,687400
1998-02-26,84.609375,85.21875,84.40625,85.15625,51.48958206176758,439800
1998-02-27,85.109375,85.953125,84.890625,85.59375,51.75407791137695,451300
1998-03-02,85.75,85.859375,85.28125,85.71875,51.82963943481445,1062800
1998-03-03,85.21875,86.125,85.1875,86.109375,52.06585693359375,596600
1998-03-04,85.625,85.875,85.109375,85.53125,51.71628952026367,691700
1998-03-05,84.5,85.265625,84.21875,84.78125,51.262821197509766,778300
1998-03-06,85.09375,86.03125,85.09375,86.03125,52.018638610839844,933100
1998-03-09,85.625,86.578125,85.59375,85.875,51.92415237426758,685300
1998-03-10,86.375,86.75,86.15625,86.71875,52.43429183959961,563700
1998-03-11,86.9375,87.234375,86.734375,87.0,52.60439682006836,406600
1998-03-12,86.9375,87.0625,86.3125,86.890625,52.538230895996094,576700
1998-03-13,87.1875,87.25,86.09375,86.15625,52.09419250488281,458900
1998-03-16,86.5625,87.46875,86.34375,87.46875,52.88777160644531,733000
1998-03-17,87.28125,87.78125,87.078125,87.765625,53.06728744506836,499900
1998-03-18,87.59375,88.015625,87.28125,87.984375,53.199554443359375,410900
1998-03-19,88.0,88.296875,87.84375,88.234375,53.3507194519043,730000
1998-03-20,88.5625,89.40625,88.28125,89.15625,53.908119201660156,754300
1998-03-23,89.1875,89.1875,88.390625,88.484375,53.50191879272461,551600
1998-03-24,88.96875,89.859375,88.921875,89.4375,54.078224182128906,470300
1998-03-25,90.0625,90.0625,88.25,88.875,53.738040924072266,966200
1998-03-26,88.84375,89.296875,88.515625,88.625,53.58694076538086,412800
1998-03-27,89.34375,89.40625,87.875,88.265625,53.36965560913086,584100
1998-03-30,88.28125,88.5625,87.6875,88.15625,53.30345916748047,562400
1998-03-31,88.46875,89.3125,88.0625,88.1875,53.3223991394043,620000
1998-04-01,88.359375,89.203125,87.71875,88.9375,53.77580642700195,373700
1998-04-02,88.90625,90.25,88.828125,90.15625,54.512786865234375,440600
1998-04-03,90.25,90.578125,89.8125,90.09375,54.475032806396484,493300
1998-04-06,90.875,91.25,90.34375,90.375,54.64505386352539,610500
1998-04-07,90.375,90.390625,89.25,89.890625,54.35214614868164,707300
1998-04-08,90.0625,90.0625,88.828125,89.28125,53.98366165161133,949500
1998-04-09,89.65625,90.46875,89.625,90.375,54.64505386352539,451700
1998-04-13,90.734375,90.734375,89.5625,90.34375,54.62619400024414,337900
1998-04-14,90.53125,91.515625,90.53125,91.4375,55.287498474121094,451500
1998-04-15,91.65625,92.015625,91.203125,92.015625,55.63704299926758,261800
1998-04-16,91.703125,91.703125,90.796875,91.0625,55.06074905395508,232800
1998-04-17,90.734375,91.75,90.578125,91.703125,55.65589904785156,382900
1998-04-20,91.59375,91.65625,91.0,91.296875,55.40935516357422,299400
1998-04-21,91.25,91.921875,90.96875,91.90625,55.779151916503906,372000
1998-04-22,91.859375,92.109375,91.6875,91.84375,55.741249084472656,503400
1998-04-23,91.71875,92.03125,91.109375,91.3125,55.41881561279297,597700
1998-04-24,91.21875,91.5625,90.0625,90.546875,54.954139709472656,820200
1998-04-27,89.4375,89.875,88.390625,89.25,54.16705322265625,1916800
1998-04-28,90.03125,90.125,88.65625,88.984375,54.00584030151367,437200
1998-04-29,89.28125,89.953125,88.921875,89.421875,54.27132797241211,298700
1998-04-30,90.328125,91.3125,90.21875,90.875,55.15327072143555,443100
1998-05-01,91.09375,91.65625,90.8125,91.65625,55.627479553222656,338300
1998-05-04,91.984375,92.578125,91.8125,91.8125,55.722232818603516,542500
1998-05-05,91.5,91.859375,90.96875,91.484375,55.52311325073242,325600
1998-05-06,91.84375,91.859375,90.28125,90.28125,54.79299545288086,665500
1998-05-07,90.625,90.625,89.71875,89.734375,54.46106719970703,593100
1998-05-08,89.75,90.984375,89.6875,90.9375,55.19127655029297,638100
1998-05-11,91.28125,91.84375,90.6875,90.921875,55.181793212890625,703100
1998-05-12,90.90625,91.921875,90.609375,91.921875,55.78864669799805,479000
1998-05-13,91.90625,92.359375,91.625,92.25,55.98785400390625,399400
1998-05-14,91.5625,92.296875,91.34375,91.8125,55.722232818603516,622900
1998-05-15,91.875,91.875,90.796875,90.796875,55.15997314453125,280900
1998-05-18,90.875,91.328125,90.0,90.53125,54.99860763549805,249200
1998-05-19,91.125,91.3125,90.375,90.5625,55.017574310302734,482100
1998-05-20,91.25,91.875,90.640625,91.78125,55.757904052734375,304400
1998-05-21,91.9375,92.171875,91.109375,91.375,55.51113510131836,530600
1998-05-22,91.59375,91.59375,90.9375,91.234375,55.42582702636719,219000
1998-05-26,91.734375,91.84375,89.65625,89.65625,54.46699523925781,561300
1998-05-27,89.0,89.859375,87.9375,89.65625,54.46699523925781,1041100
1998-05-28,89.75,90.09375,89.1875,89.984375,54.666351318359375,367700
1998-05-29,90.28125,90.421875,88.84375,88.84375,53.973426818847656,232400
1998-06-01,88.625,89.859375,88.59375,89.40625,54.315147399902344,445800
1998-06-02,89.734375,89.875,88.78125,88.953125,54.03986358642578,391600
1998-06-03,89.375,89.40625,87.8125,87.84375,53.36591339111328,473100
1998-06-04,87.875,88.953125,87.53125,88.890625,54.00187301635742,636200
1998-06-05,89.46875,90.859375,89.0,90.859375,55.19794464111328,1014000
1998-06-08,90.75,91.25,90.484375,90.921875,55.23588180541992,467900
1998-06-09,90.8125,91.046875,90.359375,90.734375,55.12199401855469,180100
1998-06-10,90.28125,91.125,89.578125,89.75,54.52397537231445,531300
1998-06-11,90.03125,90.140625,88.125,88.125,53.53673553466797,529200
1998-06-12,88.1875,88.625,86.875,88.5625,53.80255126953125,909200
1998-06-15,87.5625,87.9375,85.953125,86.0,52.24584197998047,617400
1998-06-16,86.8125,86.9375,85.9375,86.796875,52.72989273071289,796500
1998-06-17,87.78125,89.171875,87.5625,88.65625,53.859493255615234,895100
1998-06-18,88.4375,88.71875,88.09375,88.3125,53.65065383911133,219000
1998-06-19,88.40625,88.546875,86.859375,87.078125,53.01484680175781,506100
1998-06-22,87.1875,87.703125,86.796875,87.171875,53.07194900512695,161500
1998-06-23,87.65625,88.421875,87.65625,88.375,53.80442428588867,201600
1998-06-24,88.5,89.4375,87.859375,89.296875,54.36567306518555,353100
1998-06-25,89.875,90.296875,89.140625,89.6875,54.60346984863281,420200
1998-06-26,89.59375,89.9375,89.34375,89.6875,54.60346984863281,150400
1998-06-29,90.1875,90.65625,90.0,90.125,54.869808197021484,297700
1998-06-30,89.90625,90.15625,89.359375,89.6875,54.60346984863281,395600
1998-07-01,90.375,90.671875,89.890625,90.59375,55.155216217041016,347100
1998-07-02,90.34375,90.578125,90.140625,90.296875,54.974483489990234,263900
1998-07-06,90.3125,91.25,90.03125,91.25,55.554744720458984,166500
1998-07-07,91.171875,91.5625,90.71875,91.109375,55.46918487548828,155700
1998-07-08,91.1875,91.984375,91.109375,91.953125,55.98286437988281,146900
1998-07-09,91.375,91.90625,90.46875,90.875,55.32646560668945,151500
1998-07-10,91.03125,91.46875,90.34375,91.234375,55.54525375366211,127800
1998-07-13,91.375,91.921875,90.796875,90.984375,55.39303970336914,164400
1998-07-14,91.484375,92.671875,91.484375,92.4375,56.277774810791016,276000
1998-07-15,93.0,93.15625,92.28125,92.5,56.315818786621094,367900
1998-07-16,92.4375,93.40625,92.09375,93.265625,56.78191375732422,356100
1998-07-17,93.4375,93.625,93.09375,93.328125,56.81997299194336,222100
1998-07-20,93.546875,93.578125,92.578125,93.125,56.69630813598633,234900
1998-07-21,93.578125,93.578125,91.75,91.75,55.85916519165039,389800
1998-07-22,91.5,91.75,90.828125,91.40625,55.649871826171875,229900
1998-07-23,91.171875,91.4375,89.203125,89.359375,54.403690338134766,297000
1998-07-24,90.078125,90.078125,88.53125,89.4375,54.45127487182617,424800
1998-07-27,88.96875,90.34375,88.53125,90.25,54.94596481323242,382900
1998-07-28,90.09375,90.09375,88.015625,89.21875,54.31808853149414,557300
1998-07-29,89.8125,90.0,88.828125,89.015625,54.194419860839844,330400
1998-07-30,89.875,90.375,89.578125,90.234375,54.936424255371094,533300
1998-07-31,90.125,90.375,88.15625,88.53125,53.8995246887207,234400
1998-08-03,88.625,88.921875,87.78125,87.8125,53.461952209472656,429300
